,plus_signs,minus_signs,orthants
1655,70,86,100
1656,90,96,160
1657,54,64,58
1658,107,97,224
1659,92,85,180
1660,93,99,200
1661,85,87,174
1662,89,107,168
1663,94,96,174
1664,88,93,184
1665,89,77,152
1666,87,86,158
1667,55,68,100
1668,76,82,136
1669,92,103,168
1670,95,97,164
1671,96,90,162
1672,96,97,220
1673,83,76,148
1674,83,93,182
1675,101,97,164
1676,86,100,118
1677,93,96,154
1678,80,70,128
1679,100,89,164
1680,64,75,92
1681,81,99,150
1682,92,63,128
1683,90,91,200
1684,82,91,164
1685,107,85,164
1686,104,81,184
1687,78,79,138
1688,89,93,166
1689,96,85,154
1690,84,70,158
1691,92,95,200
1692,82,89,104
1693,90,97,170
1694,76,86,122
1695,95,81,130
1696,75,83,112
1697,93,94,194
1698,57,78,84
1699,88,84,162
1700,101,85,162
1701,104,90,198
1702,94,100,166
1703,73,77,136
1704,76,88,130
1705,80,77,134
1706,86,77,130
1707,94,97,170
1708,91,83,144
1709,98,85,144
1710,83,69,124
1711,82,84,114
1712,100,94,146
1713,84,100,174
1714,73,71,90
1715,107,80,182
1716,65,72,122
1717,96,88,184
1718,102,92,158
1719,97,74,140
1720,89,74,104
1721,89,80,126
1722,89,81,128
1723,113,86,154
1724,92,85,186
1725,83,96,148
1726,93,95,160
1727,102,90,176
1728,99,94,172
1729,91,77,136
1730,92,76,114
1731,84,90,154
1732,82,83,134
1733,93,86,186
1734,72,96,118
1735,94,90,166
1736,70,92,144
1737,71,81,154
1738,88,107,148
1739,52,54,64
1740,80,90,154
1741,98,88,154
1742,95,101,182
1743,86,105,160
1744,89,92,134
1745,104,78,136
1746,101,95,180
1747,85,74,118
1748,102,93,164
1749,107,91,190
1750,106,87,150
1751,92,90,162
1752,97,92,144
1753,99,90,158
1754,101,97,214
1755,80,77,108
1756,86,93,186
1757,92,93,162
1758,91,85,158
1759,107,88,166
1760,84,85,142
1761,55,68,120
1762,101,90,212
1763,89,82,146
1764,101,99,198
1765,87,96,162
1766,94,101,202
1767,97,92,158
1768,87,93,178
1769,92,88,164
1770,67,67,82
1771,66,55,88
1772,105,74,134
1773,74,81,144
1774,86,85,138
1775,94,103,178
1776,82,71,148
1777,69,77,90
1778,101,86,140
1779,83,99,154
1780,70,67,96
1781,76,84,114
1782,80,103,154
1783,86,106,180
1784,88,89,182
1785,63,79,108
1786,94,96,156
1787,97,92,186
1788,81,90,136
1789,64,76,124
1790,102,101,180
1791,54,59,84
1792,85,93,168
1793,82,100,166
1794,56,62,60
1795,89,91,136
1796,75,84,110
1797,70,78,122
1798,85,80,174
1799,86,95,176
1800,91,104,154
1801,89,85,122
1802,81,83,126
1803,78,85,132
1804,72,59,68
1805,99,91,178
1806,95,88,170
1807,93,97,160
1808,82,86,168
1809,80,105,178
1810,91,99,208
1811,94,86,186
1812,100,95,184
1813,88,82,130
1814,107,92,148
1815,102,86,158
1816,108,93,196
1817,100,80,132
1818,90,84,178
1819,82,87,142
1820,81,69,108
1821,97,97,210
1822,86,91,144
1823,108,86,164
1824,82,86,130
1825,83,77,132
1826,66,58,116
1827,88,90,186
1828,81,87,144
1829,86,101,190
1830,110,90,206
1831,79,82,120
1832,93,92,166
1833,101,91,186
1834,86,98,198
1835,75,82,102
1836,92,101,196
1837,61,52,40
1838,93,102,186
1839,100,99,190
1840,90,79,148
1841,98,100,222
1842,94,82,162
1843,83,82,146
1844,62,73,90
1845,89,88,164
1846,86,88,170
1847,83,85,140
1848,78,89,126
1849,89,99,162
1850,99,102,182
1851,47,60,92
1852,87,85,156
1853,99,93,204
1854,72,75,118
1855,96,93,192
1856,60,74,74
1857,100,90,158
1858,95,95,192
1859,94,83,138
1860,68,73,112
1861,68,72,128
1862,69,100,118
1863,61,55,68
1864,91,97,148
1865,93,86,136
1866,81,108,164
1867,102,74,144
1868,92,98,180
1869,76,91,188
1870,97,99,204
1871,90,81,142
1872,100,92,206
1873,83,85,146
1874,99,102,202
1875,58,61,116
1876,104,100,222
1877,89,88,168
1878,94,109,168
1879,89,88,164
1880,115,80,140
1881,90,107,160
1882,81,77,162
1883,99,88,156
1884,97,84,156
1885,94,85,186
1886,87,88,154
1887,90,107,178
1888,83,57,98
1889,97,91,184
1890,89,93,140
1891,82,96,152
1892,87,103,168
1893,85,101,148
1894,99,91,166
1895,92,96,156
1896,93,84,162
1897,106,89,152
1898,93,93,188
1899,83,86,140
1900,96,98,206
1901,102,89,160
1902,98,102,168
1903,90,79,148
1904,57,52,2
1905,92,97,164
1906,92,98,200
1907,92,91,170
1908,105,94,192
1909,85,95,120
1910,81,78,116
1911,93,93,168
1912,103,97,168
1913,88,110,150
1914,98,85,144
1915,93,87,156
1916,76,92,118
1917,101,90,190
1918,91,84,166
1919,83,72,112
1920,95,95,174
1921,78,77,116
1922,102,89,176
1923,76,70,122
1924,79,91,126
1925,100,93,170
1926,77,77,122
1927,85,99,164
1928,82,84,160
1929,85,84,158
1930,89,105,148
1931,71,88,112
1932,101,99,194
1933,88,81,130
1934,94,90,160
1935,76,90,158
1936,92,88,154
1937,101,88,170
1938,94,99,180
1939,99,84,164
1940,94,100,164
1941,76,74,94
1942,95,96,190
1943,84,83,156
1944,94,94,180
1945,76,97,124
1946,88,99,154
1947,55,56,134
1948,94,79,144
1949,80,83,160
1950,79,86,140
1951,105,101,244
1952,98,92,154
1953,71,71,96
1954,80,104,154
1955,77,85,112
1956,100,92,190
1957,80,88,138
1958,87,92,196
1959,92,79,122
1960,80,75,158
1961,96,90,156
1962,82,75,118
1963,75,81,114
1964,90,92,162
1965,78,85,148
1966,98,98,152
1967,93,105,192
1968,86,73,134
1969,91,81,154
1970,96,90,170
1971,82,88,144
1972,94,88,152
1973,83,80,160
1974,98,97,136
1975,89,97,140
1976,87,93,172
1977,83,82,114
1978,103,79,140
1979,97,104,196
1980,100,98,218
1981,107,85,180
1982,74,79,144
1983,101,84,150
1984,90,97,184
1985,91,88,182
1986,98,93,176
1987,69,89,152
1988,101,100,196
1989,87,90,146
1990,91,91,128
1991,85,105,180
1992,97,89,152
1993,89,75,112
1994,84,87,132
1995,85,89,172
1996,78,81,128
1997,95,99,188
1998,82,89,96
1999,75,64,98
2000,101,96,182
2001,102,91,172
2002,59,64,70
2003,84,116,136
2004,87,84,160
2005,94,95,188
2006,92,90,158
2007,97,85,168
2008,93,98,188
2009,87,99,168
2010,92,107,174
2011,119,68,108
2012,80,81,128
2013,81,76,160
2014,96,89,180
2015,80,96,164
2016,105,82,132
2017,81,75,118
2018,88,87,160
2019,96,73,144
2020,97,102,208
2021,86,100,150
2022,73,89,114
2023,57,104,96
2024,98,69,124
2025,94,93,160
2026,59,76,94
2027,102,88,156
2028,74,94,138
2029,100,85,190
2030,93,96,190
2031,93,77,154
2032,90,79,104
2033,104,90,190
2034,125,71,124
2035,99,91,178
2036,104,100,194
2037,96,91,196
2038,95,103,184
2039,93,108,162
2040,90,96,170
2041,77,80,114
2042,88,84,150
2043,101,102,190
2044,81,84,124
2045,77,83,130
2046,99,104,198
2047,86,69,80
2048,79,89,140
2049,82,62,94
2050,98,95,174
2051,112,78,120
2052,70,94,126
2053,63,66,76
2054,67,72,124
2055,95,87,204
2056,81,86,128
2057,91,96,154
2058,114,85,206
2059,94,83,180
2060,95,81,122
2061,73,112,138
2062,78,82,150
2063,82,77,134
2064,93,77,130
2065,103,92,178
2066,71,80,130
2067,92,88,162
2068,87,88,138
2069,101,85,188
2070,98,92,194
2071,61,68,92
2072,93,83,132
2073,80,79,126
2074,84,88,144
2075,94,83,134
2076,107,94,188
2077,85,94,128
2078,96,89,176
2079,99,91,186
2080,87,88,166
2081,100,92,170
2082,85,88,172
2083,87,93,154
2084,82,90,122
2085,63,66,100
2086,97,82,134
2087,68,94,112
2088,87,72,104
2089,91,80,126
2090,98,99,202
2091,99,92,172
2092,55,84,88
2093,88,100,186
2094,82,112,146
2095,89,93,202
2096,76,88,122
2097,84,70,104
2098,100,95,162
2099,88,91,152
2100,75,101,148
2101,99,97,178
2102,95,87,152
2103,93,80,94
2104,65,89,94
2105,90,78,148
2106,79,121,160
2107,101,89,164
2108,79,74,86
2109,82,81,118
2110,86,87,138
2111,89,70,132
2112,92,89,170
2113,86,94,164
2114,97,83,132
2115,83,91,188
2116,99,96,190
2117,105,96,162
2118,108,77,136
2119,99,103,172
2120,88,84,122
2121,96,102,206
2122,98,86,170
2123,95,93,170
2124,90,81,160
2125,91,93,196
2126,80,75,106
2127,79,77,158
2128,101,99,204
2129,87,94,186
2130,89,88,168
2131,102,81,146
2132,99,99,196
2133,104,94,156
2134,89,71,152
2135,81,54,86
2136,81,100,150
2137,97,85,158
2138,93,95,186
2139,96,93,164
2140,79,77,142
2141,93,102,182
2142,93,92,200
2143,78,89,124
2144,91,85,118
2145,81,79,158
2146,93,97,184
2147,82,76,118
2148,88,102,138
2149,94,95,190
2150,86,86,160
2151,84,86,176
2152,80,85,120
2153,91,90,162
2154,90,81,142
2155,86,97,172
2156,100,87,168
2157,77,91,124
2158,88,103,158
2159,94,73,106
2160,72,64,126
2161,95,88,150
2162,95,100,178
2163,104,86,164
2164,95,99,166
2165,69,66,100
2166,70,76,132
2167,67,69,124
2168,105,89,162
2169,96,101,192
2170,88,86,204
2171,90,103,200
2172,79,86,172
2173,96,99,174
2174,66,64,92
2175,70,100,134
2176,93,80,142
2177,77,83,166
2178,78,81,112
2179,78,85,160
2180,71,72,148
2181,100,95,172
2182,89,103,168
2183,99,90,198
2184,87,81,148
2185,77,79,186
2186,77,70,118
2187,97,94,180
2188,91,98,184
2189,89,103,154
2190,109,80,154
2191,95,98,174
2192,95,91,144
2193,93,92,160
2194,75,81,106
2195,96,101,208
2196,98,84,176
2197,106,87,172
2198,102,92,170
2199,74,84,120
2200,72,90,140
2201,75,70,118
2202,89,87,166
2203,71,64,100
2204,91,89,160
2205,74,86,120
2206,96,94,172
2207,100,80,98
2208,98,97,180
2209,93,103,184
2210,103,85,184
2211,89,94,148
2212,100,84,156
2213,86,102,188
2214,102,81,158
2215,88,90,158
2216,76,74,142
2217,104,90,126
2218,87,81,144
2219,93,100,172
2220,80,85,114
2221,79,81,138
2222,102,95,200
2223,85,92,172
2224,98,109,204
2225,74,110,134
2226,91,88,134
2227,84,102,152
2228,93,84,168
2229,63,71,104
2230,105,96,234
2231,97,94,172
2232,86,99,166
2233,83,78,124
2234,97,92,186
2235,93,100,168
2236,34,40,4
2237,78,86,170
2238,91,98,214
2239,85,83,138
2240,45,48,2
2241,95,87,186
2242,85,99,174
2243,100,94,190
2244,99,94,164
2245,93,98,202
2246,95,98,182
2247,76,85,120
2248,100,98,202
2249,99,83,144
2250,97,76,168
2251,87,85,162
2252,90,99,148
2253,92,97,194
2254,65,68,88
2255,91,86,162
2256,97,99,160
2257,85,97,172
2258,90,105,166
2259,79,82,100
2260,83,88,166
2261,59,53,102
2262,90,105,176
2263,90,92,160
2264,93,81,172
2265,103,100,186
2266,98,101,172
2267,106,96,186
2268,98,91,180
2269,101,102,162
2270,105,87,176
2271,96,96,196
2272,96,90,162
2273,87,86,166
2274,90,103,194
2275,82,102,132
2276,93,72,174
2277,91,79,150
2278,81,87,182
2279,91,98,166
2280,93,103,164
2281,73,86,94
2282,87,98,132
2283,104,96,190
2284,91,96,156
2285,69,64,132
2286,97,91,164
2287,94,80,142
2288,92,85,140
2289,76,83,136
2290,92,78,158
2291,79,77,140
2292,96,82,144
2293,79,103,138
2294,95,84,166
2295,99,97,162
2296,103,94,180
2297,86,87,174
2298,46,54,68
2299,90,99,214
2300,75,92,100
2301,90,93,184
2302,85,109,146
2303,77,68,82
2304,95,100,176
2305,89,80,120
2306,91,96,160
2307,93,111,182
2308,88,93,166
2309,63,87,120
2310,89,98,210
2311,87,87,186
2312,85,86,166
2313,75,99,118
2314,94,94,160
2315,89,92,192
2316,105,89,164
2317,98,95,188
2318,87,96,152
2319,105,86,168
2320,105,95,178
2321,85,115,170
2322,92,93,180
2323,91,77,134
2324,105,81,180
2325,91,94,172
2326,73,83,166
2327,98,92,188
2328,89,87,180
2329,62,55,148
2330,91,89,184
2331,79,86,142
2332,91,97,204
2333,87,69,126
2334,97,96,170
2335,92,93,156
2336,66,75,144
2337,88,84,118
2338,95,95,152
2339,92,85,142
2340,91,91,170
2341,93,98,162
2342,94,90,182
2343,84,87,142
2344,98,100,214
2345,102,96,184
2346,82,86,126
2347,99,95,144
2348,85,85,144
2349,85,91,186
2350,74,75,110
2351,52,77,72
2352,78,90,156
2353,103,92,180
2354,77,78,162
2355,85,103,184
2356,85,85,142
2357,72,75,144
2358,96,103,182
2359,85,82,150
2360,97,96,176
2361,94,90,186
2362,79,96,118
2363,104,84,172
2364,109,90,170
2365,68,81,132
2366,87,107,148
2367,93,96,180
2368,98,86,168
2369,86,97,154
2370,87,98,160
2371,95,91,210
2372,66,61,108
2373,80,83,152
2374,88,102,188
2375,91,107,182
2376,28,39,10
2377,88,98,186
2378,92,104,176
2379,96,96,172
2380,64,90,116
2381,88,85,160
2382,100,89,168
2383,94,82,130
2384,83,86,154
2385,91,62,116
2386,83,83,156
2387,97,85,170
2388,92,104,162
2389,99,93,170
2390,88,76,96
2391,102,100,194
2392,70,71,126
2393,92,94,190
2394,108,80,140
2395,86,95,156
2396,100,95,194
2397,91,94,208
2398,94,86,180
2399,62,60,118
2400,84,97,140
2401,84,90,174
2402,85,105,196
2403,107,94,166
2404,88,95,150
2405,86,81,114
2406,73,77,118
2407,99,85,192
2408,96,87,160
2409,100,101,180
2410,85,81,120
2411,93,86,166
2412,88,90,194
2413,97,98,198
2414,99,95,200
2415,111,83,178
2416,77,83,138
2417,98,90,150
2418,91,75,114
2419,90,90,180
2420,82,81,98
2421,91,91,146
2422,77,71,148
2423,92,92,154
2424,92,82,146
2425,91,84,150
2426,88,73,120
2427,87,88,142
2428,103,94,192
2429,98,95,180
2430,89,80,150
2431,88,94,202
2432,94,92,190
2433,84,95,142
2434,81,74,116
2435,90,87,182
2436,79,79,126
2437,93,93,174
2438,104,94,198
2439,80,113,150
2440,68,78,116
2441,92,97,222
2442,72,71,106
2443,95,90,168
2444,88,97,186
2445,81,83,128
2446,71,62,64
2447,95,90,214
2448,93,75,94
2449,77,69,134
2450,84,77,164
2451,84,78,152
2452,97,80,130
2453,89,93,146
2454,71,91,114
2455,93,95,160
2456,82,89,110
2457,96,76,152
2458,103,101,184
2459,95,91,160
2460,93,93,170
2461,78,81,120
2462,70,55,106
2463,66,65,152
2464,92,94,158
2465,96,78,154
2466,60,68,98
2467,101,97,188
2468,81,78,122
2469,92,103,184
2470,83,71,108
2471,68,70,104
2472,99,95,176
2473,100,91,164
2474,85,95,202
2475,104,93,162
2476,93,74,174
2477,82,79,142
2478,65,87,114
2479,99,93,158
2480,101,89,190
2481,80,85,154
2482,63,66,118
2483,86,107,184
2484,94,91,164
2485,105,96,182
2486,82,78,106
2487,60,88,110
2488,84,79,138
2489,78,114,154
2490,100,94,174
2491,95,86,152
2492,74,73,66
2493,99,88,152
2494,99,96,168
2495,62,58,118
2496,99,82,160
2497,96,100,176
2498,98,98,194
2499,94,99,184
2500,82,96,168
2501,94,87,156
2502,82,89,172
2503,88,86,140
2504,101,92,178
2505,80,67,94
2506,87,77,122
2507,92,92,156
2508,79,100,136
2509,80,55,86
2510,66,75,130
2511,91,82,126
2512,94,98,204
2513,109,74,134
2514,106,83,148
2515,76,80,128
2516,80,101,150
2517,72,73,150
2518,99,89,176
2519,99,87,168
2520,99,96,176
2521,86,97,148
2522,63,79,58
2523,91,90,126
2524,90,90,172
2525,86,109,152
2526,76,78,130
2527,93,80,154
2528,88,107,172
2529,99,93,156
2530,100,95,194
2531,77,76,104
2532,97,98,200
2533,72,75,112
2534,93,100,172
2535,78,93,108
2536,86,82,168
2537,90,89,166
2538,98,92,180
2539,94,95,214
2540,89,92,188
2541,85,86,188
2542,95,83,148
2543,82,88,138
2544,92,98,204
2545,95,88,172
2546,79,87,148
2547,96,69,118
2548,80,94,180
2549,102,96,194
2550,71,71,114
2551,102,91,218
2552,87,80,142
2553,86,89,162
2554,84,91,152
2555,94,98,156
2556,58,57,80
2557,54,62,66
2558,64,101,76
2559,94,96,172
2560,66,75,88
2561,94,87,158
2562,74,68,118
2563,97,96,196
2564,94,93,150
2565,95,85,150
2566,93,86,174
2567,65,72,62
2568,96,97,188
2569,90,97,160
2570,79,86,148
2571,87,84,146
2572,81,87,138
2573,101,98,174
2574,86,110,148
2575,67,80,120
2576,88,81,162
2577,74,70,164
2578,102,95,218
2579,97,101,166
2580,82,101,160
2581,85,86,178
2582,85,77,166
2583,93,85,170
2584,102,94,190
2585,85,87,184
2586,87,101,188
2587,76,77,114
2588,94,97,186
2589,105,92,190
2590,86,91,142
2591,91,96,188
2592,95,93,178
2593,96,96,168
2594,65,75,102
2595,89,95,154
2596,82,85,142
2597,99,97,190
2598,95,99,174
2599,92,98,168
2600,65,74,112
2601,64,79,106
2602,90,92,168
2603,111,89,194
2604,80,85,142
2605,98,95,198
2606,93,82,156
2607,82,105,140
2608,91,95,148
2609,91,91,134
2610,94,97,200
2611,87,82,126
2612,106,91,180
2613,78,75,134
2614,94,97,180
2615,103,89,154
2616,96,102,176
2617,73,78,134
2618,94,104,166
2619,95,101,180
2620,83,101,140
2621,59,70,130
2622,102,92,146
2623,89,93,138
2624,90,80,138
2625,97,69,122
2626,90,87,180
2627,72,72,96
2628,97,99,182
2629,95,93,164
2630,84,105,166
2631,87,83,144
2632,105,80,162
2633,91,82,146
2634,95,101,176
2635,89,97,182
2636,95,89,172
2637,96,93,174
2638,86,81,140
2639,96,98,194
2640,70,80,106
2641,81,78,132
2642,93,103,158
2643,103,87,144
2644,84,81,152
2645,97,87,172
2646,79,85,144
2647,79,73,88
2648,87,95,182
2649,98,100,180
2650,77,95,162
2651,69,77,118
2652,84,59,78
2653,100,100,180
2654,72,71,132
2655,101,94,188
2656,89,91,138
2657,87,84,174
2658,99,88,144
2659,97,100,182
2660,94,93,164
2661,88,85,148
2662,87,102,184
2663,96,88,168
2664,96,85,150
2665,99,100,188
2666,79,94,170
2667,87,101,154
2668,99,99,176
2669,91,83,130
2670,95,94,166
2671,105,100,180
2672,74,78,98
2673,63,66,102
2674,82,64,122
2675,62,78,68
2676,81,72,126
2677,51,91,74
2678,88,102,162
2679,84,67,80
2680,83,84,148
2681,74,83,142
2682,92,87,150
2683,87,85,174
2684,74,83,142
2685,89,105,222
2686,99,100,204
2687,92,92,152
2688,60,68,96
2689,99,78,140
2690,80,107,134
2691,93,88,174
2692,103,90,188
2693,106,84,166
2694,83,96,176
2695,86,83,132
2696,92,104,188
2697,72,80,144
2698,106,88,172
2699,97,97,174
2700,87,96,140
2701,88,89,170
2702,83,82,122
2703,73,80,112
2704,84,94,166
2705,93,87,160
2706,77,80,180
2707,87,67,146
2708,104,88,164
2709,67,64,100
2710,94,104,200
2711,110,89,170
2712,91,86,176
2713,85,70,112
2714,90,88,166
2715,99,91,164
2716,90,85,152
2717,76,75,124
2718,79,78,132
2719,79,69,76
2720,78,92,142
2721,92,79,148
2722,85,72,114
2723,80,104,154
2724,85,85,152
2725,87,91,198
2726,82,103,150
2727,97,89,162
2728,103,85,182
2729,98,79,186
2730,79,78,182
2731,90,87,210
2732,87,104,148
2733,91,78,142
2734,85,78,122
2735,88,95,172
2736,95,89,140
2737,76,77,134
2738,77,82,156
2739,100,97,196
2740,91,79,140
2741,86,104,168
2742,82,95,128
2743,70,82,112
2744,90,102,172
2745,94,103,182
2746,76,108,146
2747,83,101,168
2748,46,31,2
2749,88,105,184
2750,94,95,164
2751,43,55,62
2752,93,103,172
2753,58,115,116
2754,92,97,184
2755,95,92,164
2756,102,100,200
2757,105,93,162
2758,96,102,216
2759,99,83,210
2760,78,86,106
2761,71,72,108
2762,95,76,148
2763,102,102,198
2764,83,78,96
2765,104,92,196
2766,85,84,126
2767,95,85,164
2768,117,68,126
2769,93,95,172
2770,87,91,144
2771,88,101,194
2772,82,88,160
2773,83,96,144
2774,87,100,198
2775,89,97,158
2776,90,104,198
2777,101,76,124
2778,86,96,192
2779,87,92,106
2780,96,83,170
2781,98,99,184
2782,79,66,112
2783,96,83,164
2784,73,76,122
2785,83,83,146
2786,90,84,172
2787,74,68,68
2788,94,101,192
2789,90,108,176
2790,97,90,188
2791,86,91,228
2792,95,96,210
2793,76,85,122
2794,78,80,116
2795,97,104,182
2796,102,95,198
2797,98,95,186
2798,69,76,122
2799,63,60,62
2800,93,92,172
2801,81,74,112
2802,74,74,90
2803,103,100,186
2804,88,103,208
2805,77,75,140
2806,76,92,146
2807,83,78,128
2808,80,57,84
2809,88,98,170
2810,89,99,180
2811,72,104,126
2812,83,69,114
2813,91,96,160
2814,92,90,160
2815,105,85,164
2816,82,96,130
2817,104,92,198
2818,72,76,118
2819,77,79,128
2820,99,85,204
2821,106,90,184
2822,82,81,146
2823,89,96,180
2824,90,87,192
2825,99,85,146
2826,110,94,216
2827,95,95,174
2828,96,103,178
2829,101,83,152
2830,87,109,162
2831,80,82,136
2832,86,82,136
2833,115,78,162
2834,82,101,158
2835,85,87,172
2836,100,100,186
2837,101,100,182
2838,73,75,142
2839,80,86,118
2840,99,91,172
2841,103,81,150
2842,88,89,184
2843,44,74,138
2844,68,75,104
2845,101,86,186
2846,84,83,132
2847,82,110,160
2848,84,96,154
2849,82,79,114
2850,103,98,172
2851,83,119,156
2852,94,69,116
2853,101,91,170
2854,96,100,186
2855,95,101,172
2856,92,68,114
2857,77,109,146
2858,103,90,190
2859,101,97,184
2860,95,91,178
2861,99,100,206
2862,98,101,210
2863,86,89,150
2864,85,83,134
2865,70,75,138
2866,64,68,142
2867,83,85,142
2868,60,76,84
2869,89,85,108
2870,91,95,154
2871,77,94,180
2872,100,94,206
2873,97,96,186
2874,92,94,180
2875,86,83,146
2876,86,72,146
2877,91,95,170
2878,99,94,160
2879,100,92,184
2880,96,95,182
2881,103,83,154
2882,63,66,100
2883,97,96,172
2884,54,51,96
2885,99,79,156
2886,88,94,152
2887,96,105,170
2888,92,91,136
